"idno","cntry","country","gender","age","income_feel","income_decile","trust_parl","trust_legalsys","trust_police","trust_politicians","trust_polparties","trust_eurparl","trust_unitednations"
806,"AT","Austria","male",59,1,8,0,5,4,0,0,0,0
807,"AT","Austria","female",53,2,2,0,3,8,0,0,NA,0
808,"AT","Austria","male",59,2,4,3,3,2,3,3,5,3
809,"AT","Austria",NA,NA,2,1,5,5,5,5,5,5,5
817,"AT","Austria",NA,60,3,6,0,0,0,0,0,0,0
818,"AT","Austria",NA,56,1,NA,5,5,5,5,5,5,5
819,"AT","Austria","female",60,2,3,6,8,8,6,6,6,6
820,"AT","Austria","female",59,3,2,0,0,4,1,1,0,0
821,"AT","Austria",NA,77,2,8,6,NA,7,6,4,5,NA
822,"AT","Austria","female",35,1,10,9,8,8,NA,NA,8,8
823,"AT","Austria","female",60,1,NA,0,0,0,0,0,0,0
824,"AT","Austria",NA,62,2,7,5,5,8,5,5,5,5
829,"AT","Austria",NA,35,1,6,9,8,10,6,8,7,7
830,"AT","Austria","female",38,2,5,5,6,7,7,6,5,5
831,"AT","Austria","female",20,2,7,4,6,5,3,5,3,3
832,"AT","Austria","female",22,3,1,8,7,9,7,7,5,6
837,"AT","Austria",NA,50,3,NA,7,8,10,2,2,7,7
838,"AT","Austria","male",39,2,NA,8,8,8,6,6,8,8
845,"AT","Austria","female",46,1,NA,8,8,8,4,5,8,7
846,"AT","Austria",NA,53,3,6,5,5,1,5,5,5,5
847,"AT","Austria","male",41,4,5,10,7,2,10,10,10,10
848,"AT","Austria","male",33,1,6,5,9,8,4,6,4,4
849,"AT","Austria","male",76,3,5,3,8,8,5,5,5,5
853,"AT","Austria",NA,58,1,NA,8,8,10,6,6,6,8
854,"AT","Austria","female",22,2,NA,8,6,9,6,5,6,8
855,"AT","Austria","female",50,3,NA,10,7,7,4,7,7,6
865,"AT","Austria",NA,57,2,NA,5,7,7,4,4,4,4
866,"AT","Austria","male",69,3,2,5,6,7,5,6,NA,NA
867,"AT","Austria","female",58,1,NA,2,2,5,2,2,0,2
868,"AT","Austria",NA,18,2,5,5,8,8,5,5,NA,NA
869,"AT","Austria","female",57,2,2,3,5,6,3,3,3,3
870,"AT","Austria",NA,33,2,2,5,7,7,NA,NA,NA,NA
871,"AT","Austria",NA,57,3,1,3,5,6,4,5,4,4
877,"AT","Austria","female",74,2,4,5,9,9,1,1,1,5
878,"AT","Austria","female",46,1,7,8,9,10,8,7,8,NA
879,"AT","Austria","female",23,3,NA,8,9,10,3,3,5,9
880,"AT","Austria","male",73,2,NA,9,9,10,1,3,2,6
881,"AT","Austria","male",59,NA,NA,0,0,2,0,0,0,0
889,"AT","Austria","male",30,2,NA,3,3,3,2,2,2,2
890,"AT","Austria","male",24,2,NA,4,5,5,1,1,0,1
891,"AT","Austria","male",42,2,10,2,5,7,2,2,2,2
892,"AT","Austria","male",27,1,NA,2,6,7,2,2,1,3
893,"AT","Austria","female",44,2,6,5,8,8,5,5,4,5
894,"AT","Austria","female",21,1,NA,2,3,5,1,2,NA,0
901,"AT","Austria","male",51,2,4,4,5,6,3,4,2,4
902,"AT","Austria","female",43,2,6,4,3,5,2,2,3,2
903,"AT","Austria","female",69,3,2,6,7,7,5,5,4,3
904,"AT","Austria","male",66,2,2,5,5,6,4,4,3,2
905,"AT","Austria","female",37,3,4,5,3,4,2,2,NA,NA
906,"AT","Austria","female",35,1,9,4,5,7,3,4,3,2
907,"AT","Austria","female",26,3,3,5,3,5,2,2,4,5
908,"AT","Austria",NA,52,3,3,5,2,4,2,3,4,NA
913,"AT","Austria","male",27,2,2,7,4,4,6,6,8,8
921,"AT","Austria",NA,24,2,NA,2,5,5,1,1,3,3
922,"AT","Austria","female",59,2,5,5,5,7,5,5,5,5
923,"AT","Austria",NA,36,2,NA,5,5,5,5,5,5,5
924,"AT","Austria","male",37,3,6,4,7,6,4,4,2,1
925,"AT","Austria",NA,63,1,9,5,5,10,5,5,5,3
926,"AT","Austria",NA,40,2,NA,2,5,7,1,1,0,5
927,"AT","Austria","male",53,3,NA,1,4,8,1,1,1,1
928,"AT","Austria","female",38,3,6,5,7,10,3,3,5,5
933,"AT","Austria","male",24,1,3,5,5,7,5,5,5,5
934,"AT","Austria","female",22,1,5,5,5,9,5,5,5,5
935,"AT","Austria","male",67,1,2,5,5,5,5,5,5,5
936,"AT","Austria","male",56,1,3,7,8,9,9,9,2,4
937,"AT","Austria","male",78,1,2,9,9,10,9,9,5,5
938,"AT","Austria",NA,22,2,2,8,8,8,8,8,5,5
945,"AT","Austria","female",61,2,1,8,9,8,4,4,2,8
946,"AT","Austria","male",60,3,3,0,3,5,0,3,0,0
947,"AT","Austria",NA,45,2,6,7,6,7,5,4,4,5
948,"AT","Austria",NA,82,2,5,5,7,9,5,3,3,3
957,"AT","Austria","female",72,3,2,5,7,8,4,3,1,7
958,"AT","Austria","female",73,2,2,4,3,7,1,2,0,5
959,"AT","Austria",NA,73,1,6,7,10,10,7,7,7,8
960,"AT","Austria","male",50,2,10,7,7,5,3,4,3,5
965,"AT","Austria","female",25,1,6,6,8,7,3,4,6,6
966,"AT","Austria",NA,86,3,2,6,7,7,3,3,0,5
967,"AT","Austria","male",51,1,NA,5,8,8,5,5,5,8
968,"AT","Austria",NA,31,2,NA,8,6,7,4,4,5,6
969,"AT","Austria","female",58,2,6,2,4,8,2,2,2,2
977,"AT","Austria","female",47,1,10,5,5,5,5,5,5,5
978,"AT","Austria","female",25,1,2,8,8,NA,5,4,5,7
979,"AT","Austria","male",50,3,2,7,8,7,6,7,9,6
980,"AT","Austria","male",26,2,8,5,5,5,2,2,3,NA
985,"AT","Austria",NA,40,2,8,0,2,2,0,0,0,0
986,"AT","Austria","female",59,2,6,3,3,4,1,0,0,2
987,"AT","Austria",NA,46,2,6,4,4,5,2,2,0,0
988,"AT","Austria","male",66,2,NA,3,4,5,2,1,0,1
989,"AT","Austria",NA,34,1,8,3,4,4,1,1,0,2
990,"AT","Austria","male",34,2,4,2,3,4,1,1,0,3
997,"AT","Austria",NA,74,1,5,8,8,10,3,3,0,7
998,"AT","Austria","female",28,2,1,6,7,4,3,3,3,4
1005,"AT","Austria",NA,69,2,6,5,9,9,5,5,5,5
1006,"AT","Austria","male",24,2,NA,1,6,6,0,0,0,0
1007,"AT","Austria","female",21,2,6,0,5,5,0,0,0,0
1008,"AT","Austria","male",25,2,6,2,7,9,2,2,2,4
1009,"AT","Austria","male",48,1,NA,5,8,8,5,5,5,5
1010,"AT","Austria","female",23,2,NA,2,6,7,1,2,2,3
1017,"AT","Austria","male",49,4,4,5,8,9,4,5,2,8
1018,"AT","Austria","male",54,3,5,5,4,9,4,4,1,9
1019,"AT","Austria","female",62,1,9,5,8,7,4,3,4,5
1025,"AT","Austria",NA,15,2,NA,3,7,9,5,5,4,2
1026,"AT","Austria","female",59,1,8,4,6,5,5,5,4,5
1027,"AT","Austria",NA,74,4,4,2,6,8,0,1,0,0
1028,"AT","Austria","male",42,2,3,6,7,7,4,5,6,7
1029,"AT","Austria","female",54,3,2,6,8,8,6,7,1,1
1033,"AT","Austria","female",39,3,NA,4,5,4,4,3,3,3
1034,"AT","Austria","male",63,2,5,3,4,4,2,2,2,2
1035,"AT","Austria","male",32,2,NA,4,5,5,4,3,3,3
1036,"AT","Austria","female",37,2,NA,5,4,5,4,5,5,5
1037,"AT","Austria","male",75,2,6,5,6,6,4,4,5,5
1038,"AT","Austria","male",66,2,NA,3,5,5,3,2,4,4
1039,"AT","Austria","male",66,2,NA,5,7,7,5,4,4,4
1045,"AT","Austria",NA,46,3,NA,8,10,10,5,5,6,6
1046,"AT","Austria","male",75,2,3,3,3,5,1,1,1,2
1047,"AT","Austria","female",83,2,1,5,6,7,4,4,NA,NA
1048,"AT","Austria","female",70,3,3,1,3,7,0,0,0,NA
1057,"AT","Austria","male",53,2,9,6,6,7,4,4,NA,NA
1058,"AT","Austria","male",17,3,NA,8,8,9,NA,NA,NA,NA
1059,"AT","Austria","male",29,3,NA,NA,NA,9,8,8,NA,NA
1060,"AT","Austria","male",28,2,1,8,8,8,8,7,NA,NA
1061,"AT","Austria","male",36,1,NA,1,6,7,1,2,5,4
1065,"AT","Austria","male",20,2,9,8,9,9,6,6,8,9
1066,"AT","Austria","female",44,2,2,2,1,2,1,2,2,3
1067,"AT","Austria","male",34,2,4,3,2,3,2,2,2,3
1068,"AT","Austria","female",30,1,4,5,8,10,6,6,5,10
1069,"AT","Austria","male",29,1,6,6,8,9,6,6,6,4
1073,"AT","Austria","male",66,1,4,6,8,8,6,6,4,3
1074,"AT","Austria","male",65,2,5,6,6,7,5,4,4,4
1075,"AT","Austria","male",20,3,NA,NA,7,7,3,3,NA,8
1076,"AT","Austria","female",33,2,NA,3,6,8,1,1,7,NA
1077,"AT","Austria",NA,35,1,7,5,8,7,5,5,8,7
1078,"AT","Austria","male",76,2,NA,5,6,6,4,3,4,4
1081,"AT","Austria","male",60,2,6,2,2,4,2,2,2,2
1082,"AT","Austria","male",54,2,NA,5,5,5,3,3,3,3
1083,"AT","Austria",NA,69,2,3,4,6,6,3,3,4,4
1084,"AT","Austria","male",19,2,NA,NA,NA,NA,2,2,3,3
1085,"AT","Austria","female",34,2,NA,5,6,7,3,4,4,3
1089,"AT","Austria","male",53,2,6,2,5,6,2,2,3,5
1090,"AT","Austria","male",56,2,6,2,2,3,1,1,4,2
1091,"AT","Austria","male",57,2,3,6,6,6,5,5,5,5
1097,"AT","Austria",NA,25,2,NA,5,6,5,0,0,3,4
1098,"AT","Austria","male",22,2,5,2,4,6,0,0,4,4
1099,"AT","Austria",NA,32,2,5,0,0,5,0,0,0,4
1100,"AT","Austria",NA,40,2,6,0,0,4,0,0,0,0
1101,"AT","Austria","male",48,1,7,2,4,8,1,1,3,3
1102,"AT","Austria","female",51,1,3,1,5,5,0,0,0,3
1103,"AT","Austria","male",59,2,5,3,6,8,1,1,3,3
1109,"AT","Austria","female",61,2,2,6,9,8,5,5,0,0
1110,"AT","Austria",NA,44,2,NA,5,7,8,7,5,1,1
1111,"AT","Austria","female",44,2,7,6,8,8,4,3,1,1
1117,"AT","Austria","male",45,2,7,1,2,3,0,0,0,NA
1118,"AT","Austria","female",67,2,3,NA,6,7,NA,NA,NA,NA
1119,"AT","Austria","female",67,2,NA,3,6,8,3,3,0,6
1120,"AT","Austria","male",23,2,6,4,4,8,4,4,0,4
1121,"AT","Austria","male",32,2,NA,4,2,4,1,1,0,4
1122,"AT","Austria","female",51,3,NA,3,3,6,3,2,0,2
1123,"AT","Austria",NA,43,2,7,5,5,5,5,5,5,5
1129,"AT","Austria","female",53,1,4,5,10,10,5,5,4,3
1130,"AT","Austria",NA,58,2,4,7,8,8,6,6,6,7
1131,"AT","Austria","male",32,2,4,4,4,7,2,2,4,6
1132,"AT","Austria","female",38,1,NA,2,8,8,1,2,3,3
1133,"AT","Austria","male",85,2,4,9,9,9,6,5,6,5
1134,"AT","Austria",NA,70,2,3,6,8,9,3,3,1,NA
1135,"AT","Austria","female",21,1,7,6,7,8,7,5,4,5
1136,"AT","Austria","female",19,2,7,7,8,7,5,6,7,7
1137,"AT","Austria","male",71,2,5,2,4,5,NA,4,0,5
1141,"AT","Austria","female",50,3,4,5,7,6,2,2,2,2
1142,"AT","Austria",NA,56,3,2,3,1,6,1,1,6,5
1143,"AT","Austria",NA,42,1,5,6,6,7,7,9,9,9
1144,"AT","Austria","male",36,2,3,1,2,5,3,3,3,3
1145,"AT","Austria","female",55,1,7,3,3,5,1,1,1,1
1149,"AT","Austria","male",69,2,4,5,6,3,5,5,5,5
1150,"AT","Austria","male",63,2,2,7,8,8,8,6,8,8
1151,"AT","Austria","female",32,2,5,5,8,8,5,5,5,7
1152,"AT","Austria","female",54,3,1,6,8,8,6,6,8,8
1157,"AT","Austria","male",17,1,8,5,8,5,3,4,6,6
1158,"AT","Austria","male",27,2,1,6,7,7,4,5,7,NA
1159,"AT","Austria","female",31,2,2,4,7,7,4,4,5,5
1160,"AT","Austria","male",37,1,5,6,6,5,3,4,5,5
1161,"AT","Austria","female",41,3,3,8,5,8,5,5,8,8
1165,"AT","Austria","female",50,2,NA,5,7,7,5,4,3,3
1166,"AT","Austria","female",18,1,NA,4,8,8,5,3,4,4
1167,"AT","Austria","female",38,1,8,5,6,7,7,6,3,6
1168,"AT","Austria","male",69,2,4,8,6,9,8,8,6,5
1169,"AT","Austria","female",17,1,NA,7,7,9,6,4,10,10
1170,"AT","Austria","male",76,3,2,4,1,7,3,3,1,1
1171,"AT","Austria",NA,71,2,NA,5,7,7,4,4,NA,NA
1172,"AT","Austria","female",38,2,7,3,6,6,3,3,3,5
1177,"AT","Austria","male",30,2,5,7,6,5,4,4,7,7
1178,"AT","Austria","female",45,2,NA,5,4,7,5,5,3,2
1179,"AT","Austria",NA,55,2,6,5,7,7,5,5,0,0
1185,"AT","Austria","male",19,1,NA,7,7,8,6,5,5,5
1186,"AT","Austria","female",57,1,NA,4,1,5,4,4,2,2
1187,"AT","Austria","female",38,2,NA,6,7,8,7,7,8,7
1188,"AT","Austria","male",39,2,NA,6,8,8,6,6,4,6
1189,"AT","Austria","male",46,1,5,3,5,8,3,3,0,3
1190,"AT","Austria","male",59,1,NA,4,5,6,5,3,5,7
1191,"AT","Austria","female",90,2,NA,5,7,8,7,7,6,5
1197,"AT","Austria","female",25,2,7,7,8,8,7,7,9,9
1198,"AT","Austria","female",44,2,3,4,6,5,1,3,NA,NA
1199,"AT","Austria","male",23,4,1,2,8,6,0,2,0,1
1200,"AT","Austria","male",73,2,4,10,10,10,5,5,0,NA
1201,"AT","Austria","female",48,1,6,6,7,7,4,2,1,5
1202,"AT","Austria",NA,41,3,2,5,7,9,3,3,2,NA
1203,"AT","Austria","male",42,1,5,5,8,8,2,2,3,0
1204,"AT","Austria","female",57,2,9,1,1,5,1,1,0,0
1205,"AT","Austria",NA,78,2,8,9,8,8,6,6,NA,NA
1209,"AT","Austria","male",83,2,3,5,6,7,3,3,2,2
1210,"AT","Austria","male",84,1,3,6,7,8,6,5,4,NA
1211,"AT","Austria","female",32,2,2,5,5,5,3,3,2,0
1212,"AT","Austria","male",50,2,7,4,5,5,2,2,0,0
1217,"AT","Austria","female",38,1,6,6,8,8,4,5,3,2
1218,"AT","Austria","female",39,1,3,6,6,6,2,2,5,0
1219,"AT","Austria","male",25,2,2,3,6,6,0,2,2,0
1220,"AT","Austria","female",44,2,6,6,8,8,4,4,3,1
1229,"AT","Austria",NA,18,2,NA,NA,NA,NA,5,4,5,5
1230,"AT","Austria","female",48,2,4,2,4,3,0,1,4,4
1231,"AT","Austria","male",26,3,NA,7,6,5,6,5,4,5
1232,"AT","Austria","male",28,2,NA,7,8,9,5,4,5,5
1237,"AT","Austria","male",48,2,NA,7,8,8,3,3,7,8
1238,"AT","Austria","female",35,1,8,4,5,3,5,1,1,2
1239,"AT","Austria","male",67,1,7,8,7,7,2,2,4,6
1245,"AT","Austria","male",36,2,NA,8,2,1,5,7,6,7
1246,"AT","Austria",NA,30,3,NA,7,6,7,7,7,5,3
1253,"AT","Austria",NA,56,2,4,5,5,5,0,0,0,0
1254,"AT","Austria","male",70,1,8,2,7,7,2,3,2,3
1255,"AT","Austria","male",43,3,1,7,9,9,5,4,6,7
1256,"AT","Austria","female",46,1,NA,0,0,0,0,0,0,0
1257,"AT","Austria","male",60,2,NA,0,0,0,0,0,0,0
1258,"AT","Austria","male",51,2,NA,0,0,0,0,0,0,0
1259,"AT","Austria","male",61,2,4,0,0,0,0,0,0,0
1265,"AT","Austria","female",25,1,8,9,7,8,6,8,9,10
1266,"AT","Austria","male",49,1,10,9,10,8,6,4,9,7
1267,"AT","Austria","female",22,2,4,6,6,7,4,3,7,8
1268,"AT","Austria","male",73,2,4,NA,9,9,5,5,NA,NA
1273,"AT","Austria","male",44,3,5,5,5,8,3,3,3,7
1274,"AT","Austria","male",48,2,6,4,8,9,5,5,7,4
1275,"AT","Austria","male",68,2,5,5,10,10,5,5,4,5
1276,"AT","Austria",NA,90,2,1,0,0,5,0,0,0,NA
1277,"AT","Austria",NA,50,1,5,1,10,10,1,1,1,8
1278,"AT","Austria",NA,73,NA,NA,1,1,3,0,0,0,6
1279,"AT","Austria",NA,34,4,3,0,0,0,0,0,0,0
1280,"AT","Austria","female",52,2,1,0,5,5,0,0,0,5
1285,"AT","Austria","female",20,1,10,6,7,8,5,5,6,7
1286,"AT","Austria",NA,44,1,7,10,7,7,6,3,NA,NA
1287,"AT","Austria","male",38,1,7,6,7,8,4,5,5,6
1288,"AT","Austria","female",16,1,NA,5,7,7,4,4,6,7
1289,"AT","Austria","male",52,2,6,5,7,7,4,4,3,6
1290,"AT","Austria","male",19,1,10,5,10,10,4,8,5,5
1291,"AT","Austria","male",39,2,3,NA,2,2,1,2,2,1
1292,"AT","Austria","female",50,1,8,0,3,5,0,0,0,0
1293,"AT","Austria","female",16,1,9,3,3,8,3,3,NA,NA
1297,"AT","Austria","female",40,4,1,8,9,9,6,7,0,2
1298,"AT","Austria","male",54,3,4,5,7,7,4,4,4,5
1299,"AT","Austria",NA,25,3,3,9,9,7,7,7,9,9
1300,"AT","Austria",NA,74,2,2,8,8,9,7,7,3,9
1301,"AT","Austria",NA,50,2,10,5,5,7,5,5,5,5
1305,"AT","Austria",NA,29,2,8,8,10,10,6,3,3,7
1306,"AT","Austria","male",53,1,8,8,8,9,5,3,4,7
1307,"AT","Austria","male",28,1,NA,9,9,9,6,6,6,7
1308,"AT","Austria","male",44,1,8,10,10,10,6,3,5,8
1309,"AT","Austria","female",28,2,8,8,9,9,5,5,5,5
1310,"AT","Austria","female",44,2,8,9,10,10,8,6,10,10
1311,"AT","Austria","female",54,2,1,9,9,9,5,5,2,9
1317,"AT","Austria","male",58,3,1,5,10,10,1,1,5,5
1318,"AT","Austria","female",81,2,NA,4,4,9,2,2,2,4
1319,"AT","Austria","female",46,1,7,7,7,NA,4,4,5,5
1320,"AT","Austria","female",68,1,3,0,5,8,5,5,5,5
1321,"AT","Austria","female",40,1,6,3,8,10,0,0,NA,NA
1329,"AT","Austria","female",28,1,2,7,10,10,5,5,5,5
1330,"AT","Austria",NA,47,3,3,NA,NA,10,5,NA,NA,NA
1331,"AT","Austria",NA,29,3,2,5,5,6,5,5,5,NA
1332,"AT","Austria",NA,35,2,6,1,2,2,1,1,1,NA
1333,"AT","Austria",NA,32,2,5,3,5,5,1,2,1,1
1337,"AT","Austria","male",17,2,4,7,8,7,4,4,6,7
1338,"AT","Austria","male",46,2,7,5,5,7,2,3,3,5
1339,"AT","Austria","female",20,1,NA,7,9,6,7,7,7,8
1340,"AT","Austria","male",45,2,6,5,6,6,3,6,4,6
1341,"AT","Austria","female",71,2,7,9,7,8,7,5,5,5
1342,"AT","Austria",NA,67,1,7,5,6,8,4,9,4,7
1349,"AT","Austria","female",54,1,7,0,10,10,0,0,0,0
1350,"AT","Austria",NA,57,1,NA,3,10,10,0,0,0,5
1351,"AT","Austria","female",38,2,2,3,7,7,2,2,1,4
1352,"AT","Austria","female",17,2,NA,8,7,6,7,7,8,9
1353,"AT","Austria","male",72,1,5,7,7,5,4,4,4,5
1361,"AT","Austria","male",35,2,NA,6,8,10,1,1,4,5
1362,"AT","Austria","female",52,1,7,3,5,9,0,0,2,5
1363,"AT","Austria",NA,24,2,NA,2,1,7,0,0,0,0
1364,"AT","Austria",NA,29,2,NA,1,1,6,0,0,1,1
1365,"AT","Austria","male",56,2,4,2,5,5,0,0,0,1
1366,"AT","Austria","male",48,2,3,0,1,3,0,0,0,0
1367,"AT","Austria","female",41,1,NA,5,5,5,5,5,5,5
1373,"AT","Austria","male",19,1,4,0,0,0,0,0,0,0
1374,"AT","Austria",NA,47,2,NA,4,7,9,2,1,3,3
1375,"AT","Austria","female",47,2,6,3,6,8,1,1,0,5
1376,"AT","Austria","male",73,1,3,8,3,5,3,3,5,5
1377,"AT","Austria",NA,25,4,1,8,10,10,6,6,6,6
1378,"AT","Austria","male",71,2,4,1,2,3,1,1,0,1
1381,"AT","Austria","female",62,3,3,5,3,7,5,5,3,NA
1382,"AT","Austria",NA,44,3,NA,2,1,2,0,0,5,5
1383,"AT","Austria","female",70,1,NA,2,2,5,2,2,2,2
1389,"AT","Austria",NA,47,3,4,9,7,10,2,3,10,10
1390,"AT","Austria","male",34,2,NA,4,5,3,3,4,4,4
1391,"AT","Austria",NA,39,3,4,4,4,7,1,1,6,4
1392,"AT","Austria","male",36,1,5,5,5,10,3,3,9,9
1397,"AT","Austria","female",30,3,1,5,5,5,5,5,5,5
1398,"AT","Austria","female",86,2,1,5,6,6,5,5,NA,NA
1399,"AT","Austria","female",39,2,NA,0,4,7,0,0,NA,NA
1400,"AT","Austria","male",60,1,5,0,7,7,1,1,2,5
1401,"AT","Austria","female",17,NA,NA,4,5,4,5,6,5,NA
1402,"AT","Austria",NA,44,3,1,4,8,8,1,1,NA,NA
1403,"AT","Austria","male",59,3,2,1,3,5,3,3,NA,NA
1404,"AT","Austria","male",43,1,4,5,10,10,5,5,5,8
1409,"AT","Austria","female",22,3,1,6,7,7,6,6,6,7
1410,"AT","Austria",NA,33,1,4,3,3,9,5,6,3,3
1411,"AT","Austria",NA,31,1,5,0,5,9,0,0,0,8
1412,"AT","Austria",NA,47,2,5,8,9,7,10,9,8,9
1417,"AT","Austria","female",34,1,7,5,8,8,5,5,4,6
1418,"AT","Austria","male",42,2,NA,2,2,6,3,2,2,NA
1419,"AT","Austria","female",24,2,6,5,7,7,5,5,0,0
1425,"AT","Austria","female",44,2,NA,1,1,4,1,1,1,2
1426,"AT","Austria","male",54,2,NA,3,7,7,2,2,1,3
1427,"AT","Austria","male",53,1,NA,7,7,7,7,5,7,7
1428,"AT","Austria","female",35,2,NA,2,2,0,0,0,0,NA
1429,"AT","Austria","female",40,1,NA,6,7,7,4,4,5,8
1430,"AT","Austria","female",43,1,NA,5,5,6,2,2,5,5
1431,"AT","Austria","male",47,1,NA,1,2,3,0,0,0,2
1437,"AT","Austria","female",26,2,1,7,7,9,5,5,7,7
1438,"AT","Austria","male",32,1,7,4,9,9,4,4,9,8
1439,"AT","Austria","female",20,3,1,9,9,5,6,6,9,9
1440,"AT","Austria","female",40,2,7,7,8,8,7,6,8,9
1445,"AT","Austria","male",68,2,4,0,0,3,0,0,0,5
1446,"AT","Austria","male",76,1,5,4,7,7,4,4,3,4
1447,"AT","Austria","male",72,1,5,6,3,7,3,3,5,5
1448,"AT","Austria","female",19,1,NA,2,3,7,1,1,4,6
1449,"AT","Austria","female",40,1,2,NA,NA,10,10,NA,NA,NA
1450,"AT","Austria","female",49,1,6,7,7,7,6,6,6,6
1451,"AT","Austria","female",81,2,2,3,4,7,6,6,5,5
1452,"AT","Austria","female",72,2,1,5,5,5,5,5,8,5
1457,"AT","Austria","male",34,1,6,9,7,5,5,4,8,10
1458,"AT","Austria","male",50,4,2,1,4,5,1,1,0,2
1465,"AT","Austria","male",53,1,6,0,7,9,0,0,0,0
1466,"AT","Austria","male",20,2,1,8,9,9,7,5,5,NA
1467,"AT","Austria","male",79,2,NA,1,1,5,1,1,1,1
1468,"AT","Austria","female",58,1,NA,4,6,5,4,4,1,1
1469,"AT","Austria",NA,54,2,5,2,5,7,2,2,2,3
1470,"AT","Austria","male",45,2,6,9,9,9,6,5,5,8
1477,"AT","Austria",NA,54,2,NA,0,0,5,0,0,0,NA
1478,"AT","Austria","male",84,1,NA,5,6,7,2,2,0,1
1479,"AT","Austria","female",15,3,5,3,7,7,3,3,3,3
1480,"AT","Austria","female",41,1,6,5,5,6,5,5,5,5
1481,"AT","Austria","male",34,3,3,1,3,2,2,2,2,2
1482,"AT","Austria","male",55,2,3,2,2,7,4,4,NA,NA
1483,"AT","Austria","male",80,2,NA,4,4,4,4,4,4,4
1484,"AT","Austria","female",44,2,3,5,8,8,3,5,NA,NA
1485,"AT","Austria",NA,50,3,3,2,5,7,2,4,4,4
1486,"AT","Austria","male",28,2,NA,3,2,8,3,3,3,3
1489,"AT","Austria",NA,65,2,2,3,7,7,2,2,NA,NA
1490,"AT","Austria","female",84,1,4,4,4,9,4,4,7,7
1491,"AT","Austria","male",49,2,5,2,5,5,1,1,0,5
1492,"AT","Austria","male",59,1,NA,0,4,4,0,2,5,5
1493,"AT","Austria","male",24,2,2,9,6,7,5,5,7,6
1494,"AT","Austria","female",30,2,NA,6,4,5,3,3,5,8
1501,"AT","Austria","female",28,2,6,0,5,8,5,4,0,3
1502,"AT","Austria","male",31,2,NA,0,0,3,0,0,0,0
1503,"AT","Austria",NA,28,2,NA,3,3,4,3,2,2,2
1504,"AT","Austria","female",36,1,NA,7,7,7,7,7,6,6
1505,"AT","Austria","female",46,2,1,5,9,9,8,6,5,4
1513,"AT","Austria","female",65,1,4,5,3,2,2,2,3,NA
1514,"AT","Austria","female",64,1,1,4,7,7,1,2,0,4
1515,"AT","Austria","male",56,2,NA,5,6,10,6,5,5,5
1516,"AT","Austria",NA,37,2,NA,6,6,7,6,6,6,6
1517,"AT","Austria","female",40,1,7,5,6,6,4,4,5,5
1525,"AT","Austria",NA,33,3,NA,7,6,5,5,5,5,7
1526,"AT","Austria","male",51,3,2,5,5,5,2,2,3,4
1527,"AT","Austria","female",75,2,3,2,4,7,3,2,1,1
1528,"AT","Austria","female",59,2,1,5,5,8,2,4,2,3
1529,"AT","Austria","female",33,2,7,5,5,5,4,NA,NA,4
1530,"AT","Austria","male",30,1,10,1,3,5,1,1,2,3
1531,"AT","Austria","male",30,2,4,4,7,7,4,4,2,4
1537,"AT","Austria","female",66,2,4,1,2,3,2,2,1,4
1545,"AT","Austria","female",62,1,3,1,1,8,0,0,0,0
1546,"AT","Austria","male",76,1,10,10,9,7,8,3,8,6
1547,"AT","Austria","male",48,3,6,7,9,8,6,4,7,8
1548,"AT","Austria","female",37,1,8,5,9,9,2,2,6,6
1549,"AT","Austria","female",36,2,7,6,4,6,3,3,4,2
1553,"AT","Austria","female",65,2,2,4,1,10,6,3,5,6
1554,"AT","Austria","female",43,2,7,1,7,6,0,0,0,4
1555,"AT","Austria","male",23,3,3,0,5,8,0,0,0,0
1556,"AT","Austria",NA,84,2,2,6,8,5,5,5,3,3
1557,"AT","Austria","male",44,3,5,0,0,0,0,0,0,0
1558,"AT","Austria","male",17,1,5,6,8,3,2,3,7,7
1559,"AT","Austria",NA,55,2,4,0,8,8,0,0,0,0
1565,"AT","Austria",NA,38,2,4,5,5,7,0,0,3,2
1566,"AT","Austria","male",60,1,4,5,9,10,6,6,7,8
1567,"AT","Austria","female",19,2,5,5,5,8,1,1,5,7
1568,"AT","Austria",NA,58,2,2,1,2,5,0,0,0,NA
1569,"AT","Austria","male",27,1,NA,1,7,9,3,3,2,5
1570,"AT","Austria","male",38,1,5,1,1,1,1,1,1,1
1571,"AT","Austria","male",42,1,NA,5,8,8,5,5,5,5
1577,"AT","Austria","male",43,2,6,7,6,8,4,3,1,2
1578,"AT","Austria",NA,85,2,NA,7,8,8,5,4,6,6
1579,"AT","Austria",NA,64,2,6,5,NA,8,2,2,6,NA
1580,"AT","Austria",NA,75,2,2,5,7,7,6,3,8,8
1581,"AT","Austria","female",73,2,5,4,4,5,2,1,2,2
1585,"AT","Austria",NA,50,2,NA,9,5,6,5,9,8,8
1586,"AT","Austria","male",42,2,NA,6,9,10,10,10,9,9
1587,"AT","Austria","female",64,1,7,10,7,5,7,9,8,9
1588,"AT","Austria","male",55,1,9,3,4,7,5,6,8,5
1593,"AT","Austria","female",54,2,6,3,7,7,2,2,4,4
1594,"AT","Austria","female",30,3,1,8,10,10,5,3,NA,10
1595,"AT","Austria","female",49,2,NA,5,6,8,2,2,1,3
1596,"AT","Austria","female",50,1,NA,2,2,3,1,1,1,2
